cur_gameloop,joint_action,layout,layout_name,reward,score,state,time_elapsed,time_left,trial_id,player_0_is_human,player_1_is_human,player_0_id,player_1_id
496,"[[1, 0], 'INTERACT']","['XXXXXXXXX', 'O XSXOX S', 'X   P 1 X', 'X2  P   X', 'XXXDXDXXX']",asymmetric_advantages,0,30,"{'players': [{'position': [7, 2], 'orientation': [1, 0], 'held_object': {'name': 'soup', 'position': [7, 2], '_ingredients': [{'name': 'onion', 'position': [7, 2]}, {'name': 'onion', 'position': [7, 2]}, {'name': 'onion', 'position': [7, 2]}], 'cooking_tick': 20, 'is_cooking': False, 'is_ready': True, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 20}}, {'position': [1, 1], 'orientation': [-1, 0], 'held_object': None}], 'objects': [{'name': 'dish', 'position': [8, 2]}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",74.553,105,81,True,True,34,35
84,"[[0, 0], [0, -1]]","['XXXXXXXXX', 'O XSXOX S', 'X   P 1 X', 'X2  P   X', 'XXXDXDXXX']",asymmetric_advantages,0,0,"{'players': [{'position': [5, 3], 'orientation': [-1, 0], 'held_object': {'name': 'onion', 'position': [5, 3]}}, {'position': [1, 1], 'orientation': [0, -1], 'held_object': None}], 'objects': [{'name': 'soup', 'position': [4, 3], '_ingredients': [{'name': 'onion', 'position': [4, 3]}], 'cooking_tick': -1, 'is_cooking': False, 'is_ready': False, 'is_idle': True, 'cook_time': -1, '_cooking_tick': -1}, {'name': 'soup', 'position': [4, 2], '_ingredients': [{'name': 'onion', 'position': [4, 2]}], 'cooking_tick': -1, 'is_cooking': False, 'is_ready': False, 'is_idle': True, 'cook_time': -1, '_cooking_tick': -1}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",12.751,167,61,True,True,26,27
728,"[[0, 0], [-1, 0]]","['XXXPX', 'X 1 P', 'D2X X', 'O   X', 'XOSXX']",coordination_ring,0,50,"{'players': [{'position': [1, 2], 'orientation': [0, -1], 'held_object': None}, {'position': [3, 1], 'orientation': [0, -1], 'held_object': None}], 'objects': [{'name': 'soup', 'position': [3, 0], '_ingredients': [{'name': 'onion', 'position': [3, 0]}, {'name': 'onion', 'position': [3, 0]}, {'name': 'onion', 'position': [3, 0]}], 'cooking_tick': 4, 'is_cooking': True, 'is_ready': False, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 4}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",109.352,71,97,True,True,40,41
219,"[[0, 0], [0, 0]]","['XXPXX', 'O  2O', 'X1  X', 'XDXSX']",cramped_room,0,10,"{'players': [{'position': [3, 1], 'orientation': [1, 0], 'held_object': None}, {'position': [2, 1], 'orientation': [1, 0], 'held_object': {'name': 'dish', 'position': [2, 1]}}], 'objects': [{'name': 'soup', 'position': [2, 0], '_ingredients': [{'name': 'onion', 'position': [2, 0]}, {'name': 'onion', 'position': [2, 0]}, {'name': 'onion', 'position': [2, 0]}], 'cooking_tick': 15, 'is_cooking': True, 'is_ready': False, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 15}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",33.001999999999995,147,100,True,True,42,43
51,"[[0, 0], [1, 0]]","['XXXXXXXXX', 'O XSXOX S', 'X   P 1 X', 'X2  P   X', 'XXXDXDXXX']",asymmetric_advantages,0,0,"{'players': [{'position': [5, 3], 'orientation': [0, 1], 'held_object': {'name': 'dish', 'position': [5, 3]}}, {'position': [3, 3], 'orientation': [1, 0], 'held_object': {'name': 'onion', 'position': [3, 3]}}], 'objects': [{'name': 'soup', 'position': [4, 2], '_ingredients': [{'name': 'onion', 'position': [4, 2]}, {'name': 'onion', 'position': [4, 2]}, {'name': 'onion', 'position': [4, 2]}], 'cooking_tick': 20, 'is_cooking': False, 'is_ready': True, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 20}, {'name': 'soup', 'position': [4, 3], '_ingredients': [{'name': 'onion', 'position': [4, 3]}, {'name': 'onion', 'position': [4, 3]}], 'cooking_tick': -1, 'is_cooking': False, 'is_ready': False, 'is_idle': True, 'cook_time': -1, '_cooking_tick': -1}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",7.802,172,6,True,True,4,5
978,"[[0, 0], [0, 1]]","['XXXPX', 'X 1 P', 'D2X X', 'O   X', 'XOSXX']",coordination_ring,0,50,"{'players': [{'position': [2, 1], 'orientation': [1, 0], 'held_object': {'name': 'dish', 'position': [2, 1]}}, {'position': [3, 2], 'orientation': [0, 1], 'held_object': None}], 'objects': [{'name': 'soup', 'position': [4, 1], '_ingredients': [{'name': 'onion', 'position': [4, 1]}, {'name': 'onion', 'position': [4, 1]}, {'name': 'onion', 'position': [4, 1]}], 'cooking_tick': 3, 'is_cooking': True, 'is_ready': False, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 3}, {'name': 'soup', 'position': [3, 0], '_ingredients': [{'name': 'onion', 'position': [3, 0]}, {'name': 'onion', 'position': [3, 0]}, {'name': 'onion', 'position': [3, 0]}], 'cooking_tick': 20, 'is_cooking': False, 'is_ready': True, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 20}, {'name': 'onion', 'position': [2, 0]}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",146.852,33,87,True,True,36,37
422,"[[0, 0], [0, 0]]","['XXXXXXXXX', 'O XSXOX S', 'X   P 1 X', 'X2  P   X', 'XXXDXDXXX']",asymmetric_advantages,0,20,"{'players': [{'position': [5, 3], 'orientation': [0, 1], 'held_object': {'name': 'onion', 'position': [5, 3]}}, {'position': [2, 2], 'orientation': [1, 0], 'held_object': {'name': 'onion', 'position': [2, 2]}}], 'objects': [{'name': 'soup', 'position': [4, 3], '_ingredients': [{'name': 'onion', 'position': [4, 3]}], 'cooking_tick': -1, 'is_cooking': False, 'is_ready': False, 'is_idle': True, 'cook_time': -1, '_cooking_tick': -1}, {'name': 'soup', 'position': [4, 2], '_ingredients': [{'name': 'onion', 'position': [4, 2]}, {'name': 'onion', 'position': [4, 2]}, {'name': 'onion', 'position': [4, 2]}], 'cooking_tick': 20, 'is_cooking': False, 'is_ready': True, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 20}, {'name': 'onion', 'position': [6, 4]}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",63.464,117,71,True,True,30,31
134,"[[0, 0], [0, 0]]","['XXXPX', 'X 1 P', 'D2X X', 'O   X', 'XOSXX']",coordination_ring,0,0,"{'players': [{'position': [1, 1], 'orientation': [-1, 0], 'held_object': {'name': 'soup', 'position': [1, 1], '_ingredients': [{'name': 'onion', 'position': [1, 1]}, {'name': 'onion', 'position': [1, 1]}, {'name': 'onion', 'position': [1, 1]}], 'cooking_tick': 20, 'is_cooking': False, 'is_ready': True, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 20}}, {'position': [2, 3], 'orientation': [0, -1], 'held_object': {'name': 'dish', 'position': [2, 3]}}], 'objects': [{'name': 'soup', 'position': [4, 1], '_ingredients': [{'name': 'onion', 'position': [4, 1]}, {'name': 'onion', 'position': [4, 1]}, {'name': 'onion', 'position': [4, 1]}], 'cooking_tick': 20, 'is_cooking': False, 'is_ready': True, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 20}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",20.342,160,77,True,True,32,33
678,"[[0, 0], [0, 0]]","['XXXPX', 'X 1 P', 'D2X X', 'O   X', 'XOSXX']",coordination_ring,0,35,"{'players': [{'position': [1, 1], 'orientation': [-1, 0], 'held_object': None}, {'position': [3, 2], 'orientation': [0, -1], 'held_object': {'name': 'dish', 'position': [3, 2]}}], 'objects': [{'name': 'soup', 'position': [4, 1], '_ingredients': [{'name': 'onion', 'position': [4, 1]}, {'name': 'onion', 'position': [4, 1]}, {'name': 'onion', 'position': [4, 1]}], 'cooking_tick': 20, 'is_cooking': False, 'is_ready': True, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 20}, {'name': 'soup', 'position': [3, 0], '_ingredients': [{'name': 'onion', 'position': [3, 0]}, {'name': 'onion', 'position': [3, 0]}], 'cooking_tick': -1, 'is_cooking': False, 'is_ready': False, 'is_idle': True, 'cook_time': -1, '_cooking_tick': -1}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",101.853,78,87,True,True,36,37
827,"['INTERACT', [0, 0]]","['XXXXXXXXX', 'O XSXOX S', 'X   P 1 X', 'X2  P   X', 'XXXDXDXXX']",asymmetric_advantages,0,110,"{'players': [{'position': [5, 2], 'orientation': [-1, 0], 'held_object': None}, {'position': [1, 2], 'orientation': [0, 1], 'held_object': {'name': 'onion', 'position': [1, 2]}}], 'objects': [{'name': 'soup', 'position': [4, 2], '_ingredients': [{'name': 'onion', 'position': [4, 2]}], 'cooking_tick': -1, 'is_cooking': False, 'is_ready': False, 'is_idle': True, 'cook_time': -1, '_cooking_tick': -1}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",124.197,56,6,True,True,4,5
1082,"[[0, 0], 'INTERACT']","['XXXXXXXXX', 'O XSXOX S', 'X   P 1 X', 'X2  P   X', 'XXXDXDXXX']",asymmetric_advantages,0,70,"{'players': [{'position': [5, 3], 'orientation': [0, 1], 'held_object': {'name': 'onion', 'position': [5, 3]}}, {'position': [1, 1], 'orientation': [-1, 0], 'held_object': None}], 'objects': [{'name': 'soup', 'position': [4, 3], '_ingredients': [{'name': 'onion', 'position': [4, 3]}, {'name': 'onion', 'position': [4, 3]}], 'cooking_tick': -1, 'is_cooking': False, 'is_ready': False, 'is_idle': True, 'cook_time': -1, '_cooking_tick': -1}, {'name': 'soup', 'position': [4, 2], '_ingredients': [{'name': 'onion', 'position': [4, 2]}, {'name': 'onion', 'position': [4, 2]}, {'name': 'onion', 'position': [4, 2]}], 'cooking_tick': 19, 'is_cooking': True, 'is_ready': False, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 19}, {'name': 'soup', 'position': [7, 0], '_ingredients': [{'name': 'onion', 'position': [7, 0]}, {'name': 'onion', 'position': [7, 0]}, {'name': 'onion', 'position': [7, 0]}], 'cooking_tick': 20, 'is_cooking': False, 'is_ready': True, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 20}, {'name': 'dish', 'position': [7, 4]}, {'name': 'dish', 'position': [8, 3]}, {'name': 'dish', 'position': [8, 2]}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",162.453,18,81,True,True,34,35
285,"[[0, 0], 'INTERACT']","['XXPXX', 'O  2O', 'X1  X', 'XDXSX']",cramped_room,0,15,"{'players': [{'position': [1, 2], 'orientation': [0, 1], 'held_object': {'name': 'dish', 'position': [1, 2]}}, {'position': [2, 1], 'orientation': [0, -1], 'held_object': {'name': 'onion', 'position': [2, 1]}}], 'objects': [{'name': 'onion', 'position': [1, 0]}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",42.903,137,50,True,True,22,23
992,"[[0, 0], [0, 0]]","['XXXPX', 'X 1 P', 'D2X X', 'O   X', 'XOSXX']",coordination_ring,0,45,"{'players': [{'position': [1, 1], 'orientation': [0, -1], 'held_object': {'name': 'onion', 'position': [1, 1]}}, {'position': [3, 2], 'orientation': [0, 1], 'held_object': None}], 'objects': [{'name': 'soup', 'position': [4, 1], '_ingredients': [{'name': 'onion', 'position': [4, 1]}, {'name': 'onion', 'position': [4, 1]}], 'cooking_tick': -1, 'is_cooking': False, 'is_ready': False, 'is_idle': True, 'cook_time': -1, '_cooking_tick': -1}, {'name': 'soup', 'position': [3, 0], '_ingredients': [{'name': 'onion', 'position': [3, 0]}], 'cooking_tick': -1, 'is_cooking': False, 'is_ready': False, 'is_idle': True, 'cook_time': -1, '_cooking_tick': -1}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",148.94899999999998,31,72,True,True,30,31
111,"[[0, 0], [0, 0]]","['XXXXXXXXX', 'O XSXOX S', 'X   P 1 X', 'X2  P   X', 'XXXDXDXXX']",asymmetric_advantages,0,5,"{'players': [{'position': [5, 2], 'orientation': [-1, 0], 'held_object': {'name': 'onion', 'position': [5, 2]}}, {'position': [3, 3], 'orientation': [1, 0], 'held_object': {'name': 'dish', 'position': [3, 3]}}], 'objects': [{'name': 'soup', 'position': [4, 3], '_ingredients': [{'name': 'onion', 'position': [4, 3]}, {'name': 'onion', 'position': [4, 3]}, {'name': 'onion', 'position': [4, 3]}], 'cooking_tick': 19, 'is_cooking': True, 'is_ready': False, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 19}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",16.808,163,51,True,True,22,23
507,"[[0, 0], [1, 0]]","['XXPXX', 'O  2O', 'X1  X', 'XDXSX']",cramped_room,0,25,"{'players': [{'position': [1, 1], 'orientation': [-1, 0], 'held_object': None}, {'position': [1, 2], 'orientation': [0, 1], 'held_object': {'name': 'dish', 'position': [1, 2]}}], 'objects': [{'name': 'onion', 'position': [3, 0]}, {'name': 'soup', 'position': [2, 0], '_ingredients': [{'name': 'onion', 'position': [2, 0]}, {'name': 'onion', 'position': [2, 0]}, {'name': 'onion', 'position': [2, 0]}], 'cooking_tick': 14, 'is_cooking': True, 'is_ready': False, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 14}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",76.361,104,70,True,True,30,31
906,"[[0, 0], [0, 0]]","['XXXPX', 'X 1 P', 'D2X X', 'O   X', 'XOSXX']",coordination_ring,0,25,"{'players': [{'position': [2, 1], 'orientation': [-1, 0], 'held_object': None}, {'position': [1, 1], 'orientation': [0, -1], 'held_object': {'name': 'soup', 'position': [1, 1], '_ingredients': [{'name': 'onion', 'position': [1, 1]}, {'name': 'onion', 'position': [1, 1]}, {'name': 'onion', 'position': [1, 1]}], 'cooking_tick': 20, 'is_cooking': False, 'is_ready': True, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 20}}], 'objects': [{'name': 'soup', 'position': [4, 1], '_ingredients': [{'name': 'onion', 'position': [4, 1]}, {'name': 'onion', 'position': [4, 1]}], 'cooking_tick': -1, 'is_cooking': False, 'is_ready': False, 'is_idle': True, 'cook_time': -1, '_cooking_tick': -1}, {'name': 'soup', 'position': [0, 1], '_ingredients': [{'name': 'onion', 'position': [0, 1]}, {'name': 'onion', 'position': [0, 1]}, {'name': 'onion', 'position': [0, 1]}], 'cooking_tick': 20, 'is_cooking': False, 'is_ready': True, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 20}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",136.05200000000002,44,67,True,True,28,29
796,"[[0, 1], [0, 0]]","['XXXPX', 'X 1 P', 'D2X X', 'O   X', 'XOSXX']",coordination_ring,0,65,"{'players': [{'position': [3, 2], 'orientation': [0, 1], 'held_object': {'name': 'onion', 'position': [3, 2]}}, {'position': [1, 3], 'orientation': [-1, 0], 'held_object': None}], 'objects': [{'name': 'soup', 'position': [3, 0], '_ingredients': [{'name': 'onion', 'position': [3, 0]}, {'name': 'onion', 'position': [3, 0]}, {'name': 'onion', 'position': [3, 0]}], 'cooking_tick': 10, 'is_cooking': True, 'is_ready': False, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 10}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",119.552,60,12,True,True,6,7
614,"['INTERACT', 'INTERACT']","['XXXXXXXXX', 'O XSXOX S', 'X   P 1 X', 'X2  P   X', 'XXXDXDXXX']",asymmetric_advantages,0,60,"{'players': [{'position': [5, 2], 'orientation': [0, -1], 'held_object': None}, {'position': [3, 3], 'orientation': [0, 1], 'held_object': None}], 'objects': [{'name': 'soup', 'position': [4, 3], '_ingredients': [{'name': 'onion', 'position': [4, 3]}, {'name': 'onion', 'position': [4, 3]}, {'name': 'onion', 'position': [4, 3]}], 'cooking_tick': 8, 'is_cooking': True, 'is_ready': False, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 8}, {'name': 'soup', 'position': [4, 2], '_ingredients': [{'name': 'onion', 'position': [4, 2]}, {'name': 'onion', 'position': [4, 2]}], 'cooking_tick': -1, 'is_cooking': False, 'is_ready': False, 'is_idle': True, 'cook_time': -1, '_cooking_tick': -1}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",92.255,88,86,True,True,36,37
667,"[[0, 0], [0, 0]]","['XXXPX', 'X 1 P', 'D2X X', 'O   X', 'XOSXX']",coordination_ring,0,25,"{'players': [{'position': [1, 3], 'orientation': [-1, 0], 'held_object': None}, {'position': [2, 1], 'orientation': [1, 0], 'held_object': {'name': 'onion', 'position': [2, 1]}}], 'objects': [{'name': 'soup', 'position': [3, 0], '_ingredients': [{'name': 'onion', 'position': [3, 0]}], 'cooking_tick': -1, 'is_cooking': False, 'is_ready': False, 'is_idle': True, 'cook_time': -1, '_cooking_tick': -1}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",100.202,80,62,True,True,26,27
385,"[[0, 0], [0, -1]]","['XXXXXXXXX', 'O XSXOX S', 'X   P 1 X', 'X2  P   X', 'XXXDXDXXX']",asymmetric_advantages,0,20,"{'players': [{'position': [5, 2], 'orientation': [0, -1], 'held_object': {'name': 'dish', 'position': [5, 2]}}, {'position': [1, 1], 'orientation': [0, -1], 'held_object': None}], 'objects': [{'name': 'soup', 'position': [4, 3], '_ingredients': [{'name': 'onion', 'position': [4, 3]}, {'name': 'onion', 'position': [4, 3]}], 'cooking_tick': -1, 'is_cooking': False, 'is_ready': False, 'is_idle': True, 'cook_time': -1, '_cooking_tick': -1}, {'name': 'soup', 'position': [4, 2], '_ingredients': [{'name': 'onion', 'position': [4, 2]}, {'name': 'onion', 'position': [4, 2]}, {'name': 'onion', 'position': [4, 2]}], 'cooking_tick': 20, 'is_cooking': False, 'is_ready': True, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 20}, {'name': 'dish', 'position': [8, 2]}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",57.902,122,81,True,True,34,35
332,"[[1, 0], [0, 0]]","['XXXXXXXXX', 'O XSXOX S', 'X   P 1 X', 'X2  P   X', 'XXXDXDXXX']",asymmetric_advantages,0,15,"{'players': [{'position': [6, 2], 'orientation': [1, 0], 'held_object': {'name': 'soup', 'position': [6, 2], '_ingredients': [{'name': 'onion', 'position': [6, 2]}, {'name': 'onion', 'position': [6, 2]}, {'name': 'onion', 'position': [6, 2]}], 'cooking_tick': 20, 'is_cooking': False, 'is_ready': True, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 20}}, {'position': [3, 3], 'orientation': [1, 0], 'held_object': {'name': 'onion', 'position': [3, 3]}}], 'objects': [], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",49.952,130,116,True,True,48,49
